hr:min:sec 	hr:min:sec 	annotation	layer	index
0:39:24	0:40:02	"Nuestras fuerzas que ya se encontraban apostadas se prepararon para el ataque. El enemigo logró detectarlos y huyeron espantados y gritando, desorganizando la marcha por diferentes rumbos. Este primer ataque fue efectivo, pero cuando el enemigo creyó habernos golpeado se encontró con una emboscada nuestra que se encontraba a unos 150 metros del anterior la cual sorprendió al enemigo disparando ráfagas con fusilería automática a una distancia de 4 metros sobre el objetivo".	Reporte	San_Vicente
0:40:03	0:40:29	"El ataque duró 10 minutos ya que el vehículo detuvo momentáneamente la marcha para luego escaparse de nuestros heroicos combatientes. Nuestros compañeros reportan las bajas de ocho efectivos de la dictadura entre muertos y heridos. Posteriormente, a las 10:35 AM, nuestras fuerzas se retiraron ordenadamente".	Reporte	San_Vicente
0:40:30	0:40:42	Recordamos que Radio Venceremos esta noche a las 10:00 PM transmitirá una misa en homenaje a los héroes y mártires caídos por la revolución salvadoreña.	Reporte	San_Vicente
0:40:43	0:40:56	Y ahora recibimos un parte de guerra del Frente Oriental Francisco Sánchez que refleja las victorias que nuestro pueblo ha alcanzado en las últimas horas en el departamento de Morazán.	Reporte	Morazán
0:40:57	0:41:30	"La comandancia general político y militar del Frente Oriental Francisco Sánchez comunica al pueblo salvadoreño que en la zona norte el día 29 de diciembre en horas de la mañana dio inicio una operación en todo el frente norte que consistió en el ataque simultáneo a las posiciones enemigas ubicadas en Joateca, Cacaopera, Perquín, San Fernando, Torola, El Mozote y la Guacamaya".	Enfrentamiento	Morazán
0:41:31	0:42:09	"Este mismo día en horas de la tarde nuestras fuerzas tomaron las posiciones de la Guacamaya y El Mozote. En la Guacamaya se desorganizó a las fuerzas enemigas, se capturó material de guerra y se hicieron prisioneros. Asimismo, para las 12:00 PM nuestras fuerzas habían logrado cercar regular cantidad de enemigos y al puesto de mando. El día 30 de diciembre a primeras horas de la mañana nuestras fuerzas lograron reducir al puesto de mando".	Prisioneros	Morazán
0:42:10	0:42:49	"En esa posición murieron el teniente José León Delgado Escobar, el cabo de apellido Cubías y otro cabo cuyo nombre aún no poseemos. Para las horas de la tarde nuestras fuerzas iniciaron el avance contra las posiciones enemigas en Arambala. Entrando las primeras horas de la noche habíamos arrebatado todas las posiciones de dicha población de Arambala. El enemigo salió en desbandada y completamente desorganizado".	Bajas	Morazán
0:42:50	0:43:47	"El material recuperado es el siguiente, 17 fusiles G3, un cañón 90 milímetros, cinco proyectiles del cañón 90 milímetros, un M79, siete granadas de M79, granadas de fusil G3, cascos de acero, mochilas, capas, cobijas, alimentos, etcétera, munición calibre 7.62, dos cananas de ametralladora, dos radios de comunicación militar, una pistola nueve milímetros. Además de esto, resultaron dos helicópteros averiados".	Armamento	Morazán
0:43:49	0:44:19	"Bajas enemigas. Los muertos en la Guacamaya y El Mozote son 18, sin incluir las bajas en Arambala. Heridos de la dictadura en una lista incompleta aún, 21 soldados, capturados son cinco. Eran siete, pero dos capturados que estaban gravemente heridos fallecieron".	Bajas	Morazán
0:44:20	0:44:50	"En los ataques a Cacaopera, San Fernando, Perquín, Torola y Joateca se hicieron siete bajas, sin incluir las de Cacaopera por no conocer el resultado. En emboscadas a los refuerzos de Gotera se le causaron 13 bajas a la dictadura. Total de bajas 64, entre ellas un teniente y dos cabos".	Bajas	Morazán
0:44:51	0:45:23	"Los capturados son los siguientes. Subsargento enfermero Manuel Antonio Rosales, 25 años. Soldado Herber Francisco Lemus Castillo, 18 años. Soldado Gilberto Morales Barrera, 18 años. Soldado Nelson Ernesto Orellana, 25 años. Soldado Alberto Martínez Villalta, 15 años".	Prisioneros	Morazán
0:45:24	0:45:45	"Bajas por parte nuestra. Murieron los compañeros jefes de escuadra Elmer y Serapio y el segundo jefe de escuadra y ametralladorista Edwin. Resultó herido el compañero Gilberto de la sección de comandos y francotiradores".	Bajas	Morazán
0:45:46	0:46:24	"Al mismo tiempo que damos este comunicado al pueblo salvadoreño, hacemos un llamado a la Cruz Roja Internacional, a los familiares de los soldados y de los clases, así como del oficial caído para que recojan los cadáveres de sus familiares, estos se encuentran enterrados en el volcancillo de Joateca. También pueden ser entregados a la misma Fuerza Armada por intermedio de la Cruz Roja Internacional".	Reporte	Cruz_Roja
0:46:25	0:46:43	"En cuanto a los capturados también hacemos un llamado a la Cruz Roja Internacional para que se haga cargo de ellos y que constate que se encuentran en buenas condiciones y que han recibido buenos tratos."	Prisioneros	Cruz_Roja
0:46:44	0:47:11	"Este mismo día nuestras fuerzas del Frente Oriental en el sur incursionan nuevamente en las ciudades de San Miguel y Usulután a partir de las 8:30 PM, sosteniéndose dentro de estas ciudades fuertes combates sin tener hasta el momento todos los datos precisos".	Enfrentamiento	Morazán
